"Geneid","Chr","Start","End","Strand","Length","CL1","CL2","CL3","LB1","LB2","LB3"
"PA3534","NC_002516.2",3952500,3954608,"-",2109,782,678,217,1303,1016,1068
"PA3535","NC_002516.2",3954907,3957894,"+",2988,2218,1622,514,2003,2108,2918
"PA3536","NC_002516.2",3958288,3958755,"-",468,1513,1853,655,2816,3302,1876
"PA3537","NC_002516.2",3959033,3959950,"+",918,2348,3266,912,3908,4367,2196
"PA3538","NC_002516.2",3959955,3961037,"+",1083,2681,3298,794,3360,3457,2904
"PA3539","NC_002516.2",3961144,3961923,"+",780,3761,4192,728,1986,1931,2786
"PA3540","NC_002516.2",3962825,3964135,"+",1311,1062,1530,311,2035,1475,940
"PA3541","NC_002516.2",3964275,3965759,"+",1485,1473,1804,377,2002,1224,1322
"PA3542","NC_002516.2",3965842,3967011,"+",1170,468,526,97,656,273,422
"PA3543","NC_002516.2",3967025,3968452,"+",1428,190,200,52,325,262,237
"PA3544","NC_002516.2",3968449,3969921,"+",1473,623,614,193,1019,531,372
"PA3545","NC_002516.2",3969942,3971573,"+",1632,3692,5113,1191,4063,4124,3999
"PA3546","NC_002516.2",3971586,3973010,"+",1425,406,446,95,889,361,391
"PA3547","NC_002516.2",3973014,3974117,"+",1104,259,303,58,524,278,276
"PA3548","NC_002516.2",3974359,3975921,"+",1563,923,1042,214,1921,809,946
"PA3549","NC_002516.2",3975936,3977111,"+",1176,225,270,58,526,137,243
"PA3550","NC_002516.2",3977184,3977834,"+",651,344,317,110,538,419,369
"PA3551","NC_002516.2",3978031,3979476,"+",1446,2197,2690,691,2328,2090,2249
"PA3552","NC_002516.2",3979860,3981008,"+",1149,4009,4755,1315,1199,1051,1479
"PA3553","NC_002516.2",3981005,3982024,"+",1020,2842,3719,1028,1069,954,1595
"PA3554","NC_002516.2",3982021,3984009,"+",1989,7990,11404,2596,2197,2305,4292
"PA3555","NC_002516.2",3984006,3984893,"+",888,1069,1110,391,281,375,632
"PA3556","NC_002516.2",3984890,3986539,"+",1650,1288,1301,419,400,445,667
"PA3557","NC_002516.2",3986536,3986883,"+",348,466,547,156,142,130,317
"PA3558","NC_002516.2",3986880,3987293,"+",414,968,1702,246,196,190,450
"PA3559","NC_002516.2",3987290,3988684,"+",1395,5713,9112,1414,1222,901,2578
"PA3560","NC_002516.2",3988838,3990595,"-",1758,684,840,185,494,403,635
"PA3561","NC_002516.2",3990597,3991541,"-",945,241,247,75,260,237,323
"PA3562","NC_002516.2",3991541,3994411,"-",2871,734,812,216,783,732,835
"PA3563","NC_002516.2",3994739,3995728,"+",990,692,636,229,1110,1309,841
"PA3564","NC_002516.2",3995841,3996518,"+",678,232,170,70,314,414,358
"PA3565","NC_002516.2",3996806,3997726,"-",921,604,524,275,1109,1114,894
"PA3566","NC_002516.2",3997822,3998115,"+",294,173,270,58,509,301,194
"PA3567","NC_002516.2",3998137,3999150,"+",1014,1045,844,291,1173,1242,2101
"PA3568","NC_002516.2",3999208,4001094,"-",1887,3289,2335,450,2245,2284,7571
"PA3569","NC_002516.2",4001196,4002092,"-",897,7148,6830,976,5643,6976,15294
"PA3570","NC_002516.2",4002108,4003601,"-",1494,25934,29904,5987,34657,36994,46157
"PA3571","NC_002516.2",4003733,4004656,"+",924,504,583,136,980,601,547
"PA3572","NC_002516.2",4004783,4004959,"+",177,2659,3690,1189,10179,9265,3928
"PA3573","NC_002516.2",4004967,4006145,"-",1179,1867,1710,751,3326,4426,1547
"PA3574","NC_002516.2",4006510,4007148,"+",639,3354,3198,810,3318,3709,3454
"PA3574a","NC_002516.2",4007127,4007324,"-",198,2317,1282,422,2076,2175,2863
"PA3575","NC_002516.2",4007507,4008037,"+",531,710,869,312,1073,962,480
"PA3576","NC_002516.2",4008136,4008558,"+",423,1470,1136,460,2165,2712,2405
"PA3577","NC_002516.2",4008938,4009051,"-",114,385,546,111,532,447,433
"PA3578","NC_002516.2",4009542,4010327,"-",786,2150,2357,884,3707,4398,2064
"PA3579","NC_002516.2",4010523,4012007,"-",1485,737,860,321,1342,1074,1046
"PA3580","NC_002516.2",4012071,4012541,"-",471,816,1058,398,1590,1559,801
"PA3581","NC_002516.2",4012806,4013645,"+",840,1257,1102,346,1793,1476,1019
"PA3582","NC_002516.2",4013685,4015202,"+",1518,1908,2222,493,1365,1057,1470
"PA3583","NC_002516.2",4015408,4016163,"+",756,937,1158,221,1257,777,744
"PA3584","NC_002516.2",4016441,4017979,"+",1539,2525,2809,1298,5815,5651,2984
"PA3585","NC_002516.2",4018112,4018441,"+",330,312,384,74,500,315,250
"PA3586","NC_002516.2",4018458,4019444,"-",987,786,862,230,1511,1144,887
"PA3587","NC_002516.2",4019743,4020663,"+",921,1509,1410,365,1617,1554,2394
"PA3588","NC_002516.2",4020669,4021919,"-",1251,867,849,199,1219,907,1254
"PA3589","NC_002516.2",4021972,4023177,"-",1206,205,176,54,290,259,187
"PA3590","NC_002516.2",4023200,4024732,"-",1533,242,280,71,423,349,296
"PA3591","NC_002516.2",4024729,4025526,"-",798,65,53,7,135,39,44
"PA3592","NC_002516.2",4025586,4026773,"-",1188,177,167,45,382,183,210
"PA3593","NC_002516.2",4026812,4028539,"-",1728,470,447,120,785,610,515
"PA3594","NC_002516.2",4028653,4029540,"+",888,802,918,215,1424,1092,997
"PA3595","NC_002516.2",4029759,4031168,"+",1410,774,801,179,1150,759,1007
"PA3596","NC_002516.2",4031165,4032238,"-",1074,693,765,163,1121,866,984
"PA3597","NC_002516.2",4032328,4033650,"-",1323,811,888,186,1353,767,906
"PA3598","NC_002516.2",4033850,4034665,"-",816,884,961,175,910,636,628
"PA3599","NC_002516.2",4034793,4035578,"+",786,2380,1952,747,2721,2753,2602
"PA3600","NC_002516.2",4035606,4035758,"-",153,2271,1825,560,1717,1787,1976
"PA3601","NC_002516.2",4035758,4036021,"-",264,2661,2591,603,2101,2107,1984
"PA3602","NC_002516.2",4036265,4037875,"+",1611,2533,3701,816,3039,2471,2764
"PA3603","NC_002516.2",4037945,4038316,"-",372,695,960,181,753,560,505
"PA3604","NC_002516.2",4038388,4039041,"-",654,1717,2462,543,1744,1656,1314
"PA3605","NC_002516.2",4039174,4040100,"+",927,1348,1876,437,1849,1531,1484
"PA3606","NC_002516.2",4040104,4040820,"-",717,549,679,184,724,654,415
"PA3607","NC_002516.2",4041079,4042170,"+",1092,446,557,128,908,439,362
"PA3608","NC_002516.2",4042175,4043068,"+",894,373,598,101,723,342,314
"PA3609","NC_002516.2",4043061,4043831,"+",771,203,260,40,521,119,114
"PA3610","NC_002516.2",4043920,4044984,"+",1065,632,881,172,1177,438,482
"PA3611","NC_002516.2",4045160,4045570,"+",411,2679,3185,677,2253,2347,1789
"PA3612","NC_002516.2",4045589,4045810,"+",222,1758,2418,491,2082,1990,1371
"PA3613","NC_002516.2",4045934,4048339,"-",2406,5032,6815,3482,15634,19907,4290
"PA3614","NC_002516.2",4048519,4049922,"+",1404,5407,6988,2640,10421,12442,5617
"PA3615","NC_002516.2",4050005,4051075,"+",1071,10137,13097,3713,12632,15634,10216
"PA3616","NC_002516.2",4051097,4051558,"-",462,2188,2677,734,1919,2442,2151
"PA3617","NC_002516.2",4051564,4052604,"-",1041,16164,20995,5138,12514,14693,13611
"PA3618","NC_002516.2",4052738,4053244,"-",507,3529,4113,1214,4994,6118,4031
"PA3619","NC_002516.2",4053392,4054399,"+",1008,2367,2664,814,3800,3888,2699
"PA3620","NC_002516.2",4054525,4057092,"+",2568,4202,5300,1510,5413,6009,3384
"PA3621","NC_002516.2",4057159,4057482,"+",324,1447,2067,447,1915,2704,1418
"PA3621.1","NC_002516.2",4057543,4057658,"-",116,9467,8898,2021,17947,12061,10922
"PA3622","NC_002516.2",4057909,4058913,"-",1005,48981,74875,18902,58611,77688,100816
"PA3623","NC_002516.2",4059018,4059911,"-",894,94992,122138,34269,110974,155869,136635
"PA3624","NC_002516.2",4059957,4060592,"-",636,5310,7163,1652,6106,6811,6517
"PA3625","NC_002516.2",4060625,4061374,"-",750,2990,3779,1073,3600,4303,2674
"PA3626","NC_002516.2",4061362,4062429,"-",1068,3811,3630,1628,6057,7235,4978
"PA3627","NC_002516.2",4062426,4062899,"-",474,3496,3464,1721,6329,7902,4736
"PA3628","NC_002516.2",4062970,4063821,"-",852,2281,2809,988,4409,5181,3243
"PA3629","NC_002516.2",4063875,4064987,"-",1113,5012,7868,2106,9046,10354,5222
"PA3630","NC_002516.2",4065119,4066027,"+",909,1025,1086,264,1653,1243,1001
"PA3631","NC_002516.2",4066103,4067329,"+",1227,1772,2295,631,3180,3259,1736
"PA3632","NC_002516.2",4067295,4067543,"+",249,718,1085,204,1279,1086,924
"PA3633","NC_002516.2",4067604,4068308,"-",705,841,961,246,1012,946,709
"PA3634","NC_002516.2",4068328,4068612,"-",285,2194,2570,566,2635,2531,3326
"PA3635","NC_002516.2",4068677,4069966,"-",1290,9727,12637,2454,6582,6885,12666
"PA3636","NC_002516.2",4070012,4070857,"-",846,5684,8499,1661,5241,5414,7018
"PA3637","NC_002516.2",4070860,4072488,"-",1629,19220,26959,6163,16773,20380,19951
"PA3638","NC_002516.2",4072659,4073987,"-",1329,730,708,179,745,671,727
"PA3639","NC_002516.2",4074057,4075007,"-",951,5646,6945,1477,6732,7151,6015
"PA3640","NC_002516.2",4075157,4078678,"-",3522,12793,15943,3654,11147,11312,15040
"PA3641","NC_002516.2",4078808,4080223,"-",1416,3014,4501,889,2981,2728,2838
"PA3642","NC_002516.2",4080440,4081045,"-",606,716,918,186,848,452,732
"PA3643","NC_002516.2",4081045,4082181,"-",1137,1695,1943,400,1332,906,1499
"PA3644","NC_002516.2",4082185,4082961,"-",777,6229,8100,1351,4210,3981,6255
"PA3645","NC_002516.2",4082958,4083398,"-",441,3549,5270,904,2694,2580,3522
"PA3646","NC_002516.2",4083444,4084505,"-",1062,6458,8210,1626,4899,5327,9125
"PA3647","NC_002516.2",4084505,4085011,"-",507,5494,8110,1275,2934,3303,9392
"PA3648","NC_002516.2",4085062,4087455,"-",2394,13056,19025,3276,10975,10231,16155
"PA3649","NC_002516.2",4087526,4088878,"-",1353,15134,18565,4129,19107,19861,21459
"PA3650","NC_002516.2",4088904,4090094,"-",1191,3877,4425,1092,4277,4536,4708
"PA3651","NC_002516.2",4090091,4090906,"-",816,1884,2259,624,1649,1935,1920
"PA3652","NC_002516.2",4090900,4091655,"-",756,5639,7616,1643,4158,4379,6818
"PA3653","NC_002516.2",4091671,4092228,"-",558,7595,11242,2274,6004,6693,12131
"PA3654","NC_002516.2",4092231,4092968,"-",738,4222,6465,1182,5799,5360,4355
"PA3655","NC_002516.2",4093167,4094036,"-",870,8169,15815,3220,7511,8873,9863
"PA3656","NC_002516.2",4094167,4094907,"-",741,16042,31618,6796,17220,21570,10995
"PA3657","NC_002516.2",4095172,4095957,"+",786,10637,15773,3835,14326,17030,8883
"PA3658","NC_002516.2",4096124,4098826,"+",2703,4510,6119,1316,5630,4848,5609
"PA3659","NC_002516.2",4098844,4100052,"+",1209,1283,1395,317,1402,1137,2110
"PA3660","NC_002516.2",4100104,4101849,"-",1746,1736,1667,488,2129,1769,1800
"PA3661","NC_002516.2",4102087,4102446,"+",360,268,290,75,714,195,176
"PA3662","NC_002516.2",4102768,4103061,"+",294,19674,20633,5941,24894,27520,10563
"PA3663","NC_002516.2",4103076,4103429,"-",354,6773,6139,2270,6362,9476,3733
"PA3664","NC_002516.2",4103732,4104079,"+",348,3906,4202,1770,6720,9040,5217
"PA3665","NC_002516.2",4104092,4104715,"+",624,1556,924,760,2754,4326,1989
"PA3666","NC_002516.2",4104745,4105779,"+",1035,3902,4940,1608,4422,5359,4364
"PA3667","NC_002516.2",4105874,4107079,"+",1206,3253,3210,1058,4198,5417,4276
"PA3668","NC_002516.2",4107076,4107498,"+",423,1464,1554,388,1845,2265,2545
"PA3669","NC_002516.2",4107505,4108485,"-",981,2242,1837,688,2563,3186,3835
"PA3670","NC_002516.2",4108489,4110336,"-",1848,1260,1398,343,1500,898,1850
"PA3671","NC_002516.2",4110347,4111081,"-",735,716,1031,211,926,479,853
"PA3672","NC_002516.2",4111078,4112001,"-",924,1209,1559,418,1423,1122,1123
"PA3673","NC_002516.2",4112285,4114789,"+",2505,3419,5393,1037,3860,3186,3111
"PA3674","NC_002516.2",4114933,4115331,"+",399,831,1088,276,1001,847,836
"PA3675","NC_002516.2",4115468,4116148,"+",681,2671,2714,809,3319,3425,1856
"PA3676","NC_002516.2",4116188,4119265,"-",3078,12380,13463,3671,12678,14612,5739
"PA3677","NC_002516.2",4119270,4120373,"-",1104,2776,3244,1062,3399,4337,1900
"PA3678","NC_002516.2",4120469,4121107,"+",639,8797,9819,3300,10055,12298,5673
"PA3679","NC_002516.2",4121114,4122391,"-",1278,970,894,385,1117,1514,749
"PA3680","NC_002516.2",4122420,4123205,"-",786,413,432,140,494,590,389
"PA3681","NC_002516.2",4123261,4123956,"-",696,175,138,55,262,281,252
"PA3682","NC_002516.2",4123961,4124785,"-",825,378,316,143,562,651,471
"PA3683","NC_002516.2",4124858,4125724,"-",867,2807,3257,972,3196,3721,2619
"PA3684","NC_002516.2",4125743,4126090,"-",348,1297,1550,468,1632,2264,1571
"PA3685","NC_002516.2",4126164,4126844,"-",681,1233,1469,438,1365,2002,847
"PA3686","NC_002516.2",4126948,4127595,"-",648,4282,6023,1362,3392,4298,2565
"PA3687","NC_002516.2",4127756,4130392,"-",2637,4830,3666,1720,5928,7309,5662
"PA3688","NC_002516.2",4130599,4130943,"+",345,3837,3402,1141,5184,6525,6241
"PA3689","NC_002516.2",4130952,4131422,"-",471,3719,4578,1381,5073,6472,5687
"PA3690","NC_002516.2",4131536,4133758,"+",2223,12468,12603,4845,9729,12735,37107
"PA3691","NC_002516.2",4134138,4134542,"+",405,52541,44866,10967,40282,61955,37457
"PA3692","NC_002516.2",4134591,4135376,"+",786,39760,43616,11427,39102,67011,40946
"PA3693","NC_002516.2",4135452,4135973,"-",522,536,802,170,643,707,755
"PA3694","NC_002516.2",4135970,4136293,"-",324,1058,1694,334,1417,1544,1460
"PA3695","NC_002516.2",4136290,4137195,"-",906,1907,1987,600,2643,2846,2352
"PA3696","NC_002516.2",4137192,4137938,"-",747,960,1125,301,1035,858,1173
"PA3697","NC_002516.2",4138007,4139302,"-",1296,2134,3014,658,2635,2170,2819
"PA3698","NC_002516.2",4139311,4139862,"-",552,2201,2822,653,2398,2627,2518
"PA3699","NC_002516.2",4139959,4140672,"-",714,1314,1547,395,1588,1675,1566
"PA3700","NC_002516.2",4140884,4142389,"-",1506,4083,6940,1011,3347,2866,3619
"PA3701","NC_002516.2",4142570,4143665,"-",1096,8633,11766,2622,8318,9896,8813
"PA3702","NC_002516.2",4143788,4144831,"-",1044,2870,3329,840,3442,3699,4798
"PA3703","NC_002516.2",4144939,4145946,"-",1008,2430,2596,723,2975,3369,4359
"PA3704","NC_002516.2",4145943,4148252,"-",2310,2778,2871,787,2969,3460,5068
"PA3705","NC_002516.2",4148249,4148938,"-",690,1235,1466,360,1345,1427,2175
"PA3706","NC_002516.2",4148931,4150199,"-",1269,2485,2695,718,2732,2980,4085
"PA3707","NC_002516.2",4150196,4150711,"-",516,4516,4447,1263,5934,6701,9723
"PA3708","NC_002516.2",4150716,4152344,"-",1629,10065,11539,3175,14132,15010,16577
"PA3709","NC_002516.2",4152611,4154230,"-",1620,1370,1545,341,1775,1300,1472
"PA3710","NC_002516.2",4154339,4156012,"-",1674,1890,2341,524,2786,2548,1677
"PA3711","NC_002516.2",4156184,4157089,"+",906,3640,3747,1388,3525,3841,4404
"PA3712","NC_002516.2",4157126,4157821,"-",696,3437,3551,1425,3476,4165,5572
"PA3713","NC_002516.2",4158143,4160005,"+",1863,1103,1330,316,1790,1234,1286
"PA3714","NC_002516.2",4160329,4160970,"+",642,725,728,168,1113,619,717
"PA3715","NC_002516.2",4161091,4161894,"+",804,1038,1181,353,1782,1826,2005
"PA3716","NC_002516.2",4161973,4163679,"-",1707,3645,4912,1182,4573,4701,3704
"PA3717","NC_002516.2",4163890,4164231,"+",342,916,1322,231,801,773,1074
"PA3718","NC_002516.2",4164330,4165571,"-",1242,2156,1798,605,1907,2370,3408
"PA3719","NC_002516.2",4165719,4165880,"-",162,978,810,185,597,596,1198
"PA3720","NC_002516.2",4165888,4166313,"-",426,3421,4457,560,1395,1541,2849
"PA3721","NC_002516.2",4166518,4167159,"+",642,4175,4803,1012,3258,4162,4060
"PA3722","NC_002516.2",4167172,4167522,"-",351,1639,1869,443,1421,1960,1380
"PA3723","NC_002516.2",4167711,4168817,"-",1107,13338,12884,4072,17842,21509,23286
"PA3724","NC_002516.2",4168987,4170483,"-",1497,102141,148285,27409,94530,103660,291450
"PA3725","NC_002516.2",4170770,4172485,"-",1716,3504,4114,1029,4933,4969,5106
"PA3726","NC_002516.2",4172529,4173068,"-",540,886,930,291,1163,1087,480
"PA3727","NC_002516.2",4173175,4173867,"-",693,410,483,91,618,404,467
"PA3728","NC_002516.2",4173886,4179126,"-",5241,5490,6880,1711,7584,6933,6784
"PA3729","NC_002516.2",4179276,4181342,"-",2067,2791,4266,984,3427,3208,2929
"PA3730","NC_002516.2",4181378,4182019,"-",642,622,1054,204,761,593,448
"PA3731","NC_002516.2",4182075,4182770,"-",696,2610,3452,1289,2714,3592,2263
"PA3732","NC_002516.2",4182785,4183405,"-",621,3224,4431,1471,3854,3813,2275
"PA3733","NC_002516.2",4183710,4184939,"+",1230,4490,4631,1255,5432,5505,4716
"PA3733a","NC_002516.2",4185125,4185481,"-",357,10285,13222,2503,8109,11698,9946
"PA3734","NC_002516.2",4185522,4186727,"+",1206,3959,4467,1676,9196,10933,10980
"PA3735","NC_002516.2",4186781,4188190,"-",1410,5480,5855,1505,6304,7001,8370
"PA3736","NC_002516.2",4188243,4189547,"-",1305,3953,5265,1032,3846,3316,4552
"PA3737","NC_002516.2",4189761,4190489,"-",729,6356,8284,2117,6405,8102,3935
"PA3738","NC_002516.2",4190616,4191512,"-",897,1493,1539,505,2021,1954,1301
"PA3739","NC_002516.2",4191727,4193562,"+",1836,3242,3427,935,5654,4899,3806
"PA3740","NC_002516.2",4193675,4194361,"+",687,9150,11717,2740,12200,12757,9816
"PA3741","NC_002516.2",4194431,4194856,"-",426,1403,2079,400,1687,1385,1976
"PA3742","NC_002516.2",4195008,4195358,"-",351,8016,13069,1858,7057,6691,9723
"PA3743","NC_002516.2",4195400,4196158,"-",759,9763,19055,2761,5028,5651,7429
"PA3744","NC_002516.2",4196165,4196692,"-",528,12192,19682,3288,7165,8990,6928
"PA3745","NC_002516.2",4196708,4196959,"-",252,9380,14564,2366,7624,9090,5944
"PA3746","NC_002516.2",4197169,4198542,"-",1374,4528,6889,1362,4460,4768,4231
"PA3747","NC_002516.2",4198843,4199643,"+",801,3352,4655,921,3407,3676,2663
"PA3748","NC_002516.2",4199656,4200948,"+",1293,1585,1997,353,1863,1557,1704
"PA3749","NC_002516.2",4201252,4202565,"+",1314,615,607,156,1011,628,763
"PA3750","NC_002516.2",4202573,4203322,"-",750,251,240,67,239,242,410
"PA3751","NC_002516.2",4203324,4204505,"-",1182,2101,2325,681,1988,2308,2756
"PA3752","NC_002516.2",4204543,4204737,"-",195,3442,3040,1157,3916,4077,5669
"PA3753","NC_002516.2",4204734,4205258,"-",525,13731,13300,4437,16475,16887,20873
"PA3754","NC_002516.2",4205296,4205907,"-",612,4190,4355,1454,5190,5503,5199
"PA3755","NC_002516.2",4206048,4206602,"+",555,3550,4156,1086,4951,5131,3509
"PA3756","NC_002516.2",4206665,4207165,"+",501,5379,7331,1599,7327,7705,4294
"PA3757","NC_002516.2",4207408,4208151,"+",744,398,661,97,1024,436,565
"PA3758","NC_002516.2",4208168,4209259,"+",1092,412,404,103,611,359,668
"PA3759","NC_002516.2",4209256,4210278,"+",1023,290,269,54,353,235,575
"PA3760","NC_002516.2",4210295,4212823,"+",2529,791,676,130,683,587,1429
"PA3761","NC_002516.2",4212848,4214560,"+",1713,989,983,168,1018,702,1451
"PA3762","NC_002516.2",4214762,4215079,"-",318,4338,4702,998,5806,5457,2885
"PA3763","NC_002516.2",4215544,4219440,"-",3897,14358,15157,4385,16656,19445,18530
"PA3764","NC_002516.2",4219841,4221199,"+",1359,2316,2824,638,3049,2639,2758
"PA3765","NC_002516.2",4221213,4221797,"-",585,183,248,79,416,326,283
"PA3766","NC_002516.2",4221923,4223179,"-",1257,1800,2472,525,3034,2814,1463
"PA3767","NC_002516.2",4223568,4224116,"-",549,3707,3520,797,2998,3286,3216
"PA3768","NC_002516.2",4224107,4225498,"-",1392,8636,7426,1631,3730,4280,4183
"PA3769","NC_002516.2",4225660,4227237,"-",1578,4856,6306,1355,5547,5761,4590
"PA3770","NC_002516.2",4227317,4228786,"-",1470,6192,9098,2224,7099,8806,4055
"PA3771","NC_002516.2",4229050,4230027,"+",978,976,932,321,2110,2079,1382
"PA3772","NC_002516.2",4230162,4231058,"+",897,457,476,88,927,451,458
"PA3773","NC_002516.2",4231071,4232228,"+",1158,137,111,35,319,173,99
"PA3774","NC_002516.2",4232258,4233400,"+",1143,133,161,34,300,171,123
"PA3775","NC_002516.2",4233385,4234167,"-",783,242,228,65,440,241,297
"PA3776","NC_002516.2",4234275,4235183,"+",909,117,128,22,243,102,108
"PA3777","NC_002516.2",4235220,4236599,"+",1380,1130,1065,370,1518,1718,1059
"PA3778","NC_002516.2",4236606,4237541,"+",936,720,747,215,959,899,1137
"PA3779","NC_002516.2",4237693,4238733,"+",1041,483,640,141,717,603,507
"PA3780","NC_002516.2",4238808,4239302,"+",495,233,268,79,339,244,217
"PA3781","NC_002516.2",4239299,4240579,"+",1281,780,1063,210,1252,710,694
"PA3782","NC_002516.2",4241342,4242295,"-",954,1986,2034,694,2803,3382,2803
"PA3783","NC_002516.2",4242416,4243045,"+",630,3751,4156,848,3284,3895,6501
"PA3784","NC_002516.2",4243080,4243652,"-",573,4539,6060,1758,6498,8697,7021
"PA3785","NC_002516.2",4243709,4244185,"-",477,9181,11756,3843,12733,16699,11998
"PA3786","NC_002516.2",4244315,4244704,"-",390,5459,6558,2047,8834,10180,6329
"PA3787","NC_002516.2",4244876,4245724,"+",849,3648,3012,898,5152,5715,3552
"PA3788","NC_002516.2",4245810,4246205,"+",396,1454,1617,480,1741,2308,1206
"PA3789","NC_002516.2",4246223,4247638,"-",1416,3087,4293,1066,3717,4359,3103
"PA3790","NC_002516.2",4247703,4249874,"-",2172,8446,11342,3463,11740,13126,6838
"PA3791","NC_002516.2",4249995,4250456,"-",462,5884,8616,2466,14043,13608,4827
"PA3792","NC_002516.2",4250828,4252606,"+",1779,5142,7171,1692,6338,7200,8461
"PA3793","NC_002516.2",4252677,4253009,"-",333,2158,2825,637,2987,3108,1689
"PA3794","NC_002516.2",4253063,4253518,"-",456,1064,1408,300,1233,1089,964
"PA3795","NC_002516.2",4253699,4254649,"+",951,4579,5841,1102,3764,4249,5175
"PA3796","NC_002516.2",4254737,4255324,"-",588,2120,2772,740,2694,3537,3319
"PA3797","NC_002516.2",4255458,4256252,"-",795,5475,5572,1952,8513,9386,9411
"PA3798","NC_002516.2",4256240,4257388,"-",1149,2409,2580,799,3634,3322,2565
"PA3799","NC_002516.2",4257696,4259177,"-",1482,5888,7128,1454,6203,6155,6727
"PA3800","NC_002516.2",4259255,4260397,"-",1143,7134,9555,1629,4321,4903,8317
"PA3801","NC_002516.2",4260399,4261043,"-",645,3837,5424,1001,2428,2766,4359
"PA3802","NC_002516.2",4261070,4262359,"-",1290,8064,10567,1584,4646,4627,9614
"PA3803","NC_002516.2",4262378,4263493,"-",1116,6473,7874,1414,4013,4229,8464
